"hmbR"	"igr_NEIS0405_0406"	"igr_up_NEIS1364"	"igr_up_NEIS1969"	"NadA_peptide"	"NEIS0023"	"NEIS0024"	"NEIS0025"	"NEIS0027"	"NEIS0028"	"NEIS0029"	"NEIS0030"	"NEIS0031"	"NEIS0033"	"NEIS0048"	"NEIS0049"	"NEIS0050"	"NEIS0051"	"NEIS0052"	"NEIS0053"	"NEIS0054"	"NEIS0055"	"NEIS0056"	"NEIS0057"	"NEIS0058"	"NEIS0059"	"NEIS0062"	"NEIS0072"	"NEIS0080"	"NEIS0081"	"NEIS0083"	"NEIS0084"	"NEIS0085"	"NEIS0086"	"NEIS0089"	"NEIS0094"	"NEIS0111"	"NEIS0112"	"NEIS0165"	"NEIS0169"	"NEIS0193"	"NEIS0200"	"NEIS0209"	"NEIS0210"	"NEIS0214"	"NEIS0215"	"NEIS0220"	"NEIS0223"	"NEIS0231"	"NEIS0267"	"NEIS0276"	"NEIS0277"	"NEIS0295"	"NEIS0297"	"NEIS0298"	"NEIS0327"	"NEIS0328"	"NEIS0329"	"NEIS0364"	"NEIS0365"	"NEIS0371"	"NEIS0387"	"NEIS0388"	"NEIS0393"	"NEIS0398"	"NEIS0399"	"NEIS0400"	"NEIS0401"	"NEIS0411"	"NEIS0438"	"NEIS0444"	"NEIS0445"	"NEIS0447"	"NEIS0449"	"NEIS0451"	"NEIS0453"	"NEIS0454"	"NEIS0456"	"NEIS0458"	"NEIS0526"	"NEIS0527"	"NEIS0587"	"NEIS0588"	"NEIS0589"	"NEIS0594"	"NEIS0597"	"NEIS0598"	"NEIS0599"	"NEIS0601"	"NEIS0602"	"NEIS0603"	"NEIS0604"	"NEIS0605"	"NEIS0606"	"NEIS0632"	"NEIS0643"	"NEIS0678"	"NEIS0680"	"NEIS0715"	"NEIS0785"	"NEIS0796"	"NEIS0798"	"NEIS0800"	"NEIS0801"	"NEIS0802"	"NEIS0803"	"NEIS0804"	"NEIS0805"	"NEIS0806"	"NEIS0832"	"NEIS0836"	"NEIS0837"	"NEIS0838"	"NEIS0839"	"NEIS0840"	"NEIS0841"	"NEIS0842"	"NEIS0843"	"NEIS0844"	"NEIS0845"	"NEIS0846"	"NEIS0847"	"NEIS0848"	"NEIS0849"	"NEIS0850"	"NEIS0852"	"NEIS0853"	"NEIS0854"	"NEIS0855"	"NEIS0856"	"NEIS0857"	"NEIS0858"	"NEIS0859"	"NEIS0860"	"NEIS0861"	"NEIS0862"	"NEIS0863"	"NEIS0864"	"NEIS0865"	"NEIS0866"	"NEIS0867"	"NEIS0868"	"NEIS0869"	"NEIS0870"	"NEIS0871"	"NEIS0872"	"NEIS0873"	"NEIS0877"	"NEIS0878"	"NEIS0879"	"NEIS0880"	"NEIS0881"	"NEIS0882"	"NEIS0883"	"NEIS0887"	"NEIS0888"	"NEIS0889"	"NEIS0890"	"NEIS0891"	"NEIS0892"	"NEIS0893"	"NEIS0897"	"NEIS0899"	"NEIS0900"	"NEIS0901"	"NEIS0902"	"NEIS0904"	"NEIS0938"	"NEIS0940"	"NEIS0955"	"NEIS0956"	"NEIS0970"	"NEIS0972"	"NEIS0973"	"NEIS0974"	"NEIS0975"	"NEIS0976"	"NEIS0980"	"NEIS0993"	"NEIS0995"	"NEIS0996"	"NEIS0997"	"NEIS0998"	"NEIS0999"	"NEIS1000"	"NEIS1001"	"NEIS1008"	"NEIS1012"	"NEIS1042"	"NEIS1044"	"NEIS1045"	"NEIS1046"	"NEIS1048"	"NEIS1049"	"NEIS1050"	"NEIS1051"	"NEIS1052"	"NEIS1053"	"NEIS1054"	"NEIS1055"	"NEIS1057"	"NEIS1058"	"NEIS1059"	"NEIS1060"	"NEIS1083"	"NEIS1092"	"NEIS1117"	"NEIS1118"	"NEIS1121"	"NEIS1122"	"NEIS1160"	"NEIS1161"	"NEIS1180"	"NEIS1181"	"NEIS1193"	"NEIS1194"	"NEIS1207"	"NEIS1214"	"NEIS1225"	"NEIS1268"	"NEIS1344"	"NEIS1357"	"NEIS1358"	"NEIS1364"	"NEIS1368"	"NEIS1381"	"NEIS1403"	"NEIS1424"	"NEIS1437"	"NEIS1444"	"NEIS1468"	"NEIS1469"	"NEIS1501"	"NEIS1505"	"NEIS1519"	"NEIS1520"	"NEIS1523"	"NEIS1536"	"NEIS1549"	"NEIS1550"	"NEIS1583"	"NEIS1667"	"NEIS1668"	"NEIS1695"	"NEIS1715"	"NEIS1719"	"NEIS1730"	"NEIS1731"	"NEIS1790"	"NEIS1791"	"NEIS1792"	"NEIS1793"	"NEIS1794"	"NEIS1795"	"NEIS1796"	"NEIS1797"	"NEIS1798"	"NEIS1799"	"NEIS1800"	"NEIS1801"	"NEIS1802"	"NEIS1803"	"NEIS1805"	"NEIS1806"	"NEIS1861"	"NEIS1862"	"NEIS1863"	"NEIS1864"	"NEIS1865"	"NEIS1866"	"NEIS1867"	"NEIS1868"	"NEIS1879"	"NEIS1884"	"NEIS1886"	"NEIS1940"	"NEIS1943"	"NEIS1946"	"NEIS1947"	"NEIS1955"	"NEIS1969"	"NEIS1974"	"NEIS1985"	"NEIS1986"	"NEIS1990"	"NEIS1991"	"NEIS1992"	"NEIS1993"	"NEIS2005"	"NEIS2011"	"NEIS2012"	"NEIS2017"	"NEIS2018"	"NEIS2019"	"NEIS2020"	"NEIS2021"	"NEIS2022"	"NEIS2023"	"NEIS2064"	"NEIS2066"	"NEIS2084"	"NEIS2085"	"NEIS2087"	"NEIS2088"	"NEIS2089"	"NEIS2090"	"NEIS2091"	"NEIS2092"	"NEIS2093"	"NEIS2096"	"NEIS2097"	"NEIS2099"	"NEIS2100"	"NEIS2101"	"NEIS2125"	"NEIS2154"	"NEIS2161"	"NEIS2173"	"NEIS2174"	"NEIS2175"	"NEIS2176"	"NEIS2198"	"NEIS2250"	"NEIS2251"	"NEIS2252"	"NEIS2253"	"NEIS2254"	"NEIS2255"	"NEIS2256"	"NEIS2257"	"NEIS2258"	"NEIS2259"	"NEIS2260"	"NEIS2261"	"NEIS2262"	"NEIS2263"	"NEIS2264"	"NEIS2265"	"NEIS2266"	"NEIS2267"	"NEIS2268"	"NEIS2269"	"NEIS2270"	"NEIS2271"	"NEIS2272"	"NEIS2273"	"NEIS2277"	"NEIS2279"	"NEIS2280"	"NEIS2281"	"NEIS2282"	"NEIS2283"	"NEIS2284"	"NEIS2285"	"NEIS2286"	"NEIS2287"	"NEIS2288"	"NEIS2289"	"NEIS2290"	"NEIS2291"	"NEIS2292"	"NEIS2293"	"NEIS2294"	"NEIS2296"	"NEIS2297"	"NEIS2298"	"NEIS2299"	"NEIS2300"	"NEIS2301"	"NEIS2302"	"NEIS2303"	"NEIS2304"	"NEIS2305"	"NEIS2306"	"NEIS2307"	"NEIS2308"	"NEIS2309"	"NEIS2310"	"NEIS2311"	"NEIS2312"	"NEIS2313"	"NEIS2314"	"NEIS2315"	"NEIS2316"	"NEIS2317"	"NEIS2318"	"NEIS2319"	"NEIS2320"	"NEIS2321"	"NEIS2322"	"NEIS2345"	"NEIS2361"	"NEIS2362"	"NEIS2364"	"NEIS2365"	"NEIS2366"	"NEIS2367"	"NEIS2368"	"NEIS2369"	"NEIS2370"	"NEIS2371"	"NEIS2372"	"NEIS2373"	"NEIS2374"	"NEIS2376"	"NEIS2377"	"NEIS2378"	"NEIS2379"	"NEIS2383"	"NEIS2384"	"NEIS2385"	"NEIS2386"	"NEIS2387"	"NEIS2388"	"NEIS2389"	"NEIS2390"	"NEIS2391"	"NEIS2392"	"NEIS2393"	"NEIS2394"	"NEIS2395"	"NEIS2396"	"NEIS2397"	"NEIS2398"	"NEIS2399"	"NEIS2400"	"NEIS2401"	"NEIS2402"	"NEIS2406"	"NEIS2407"	"NEIS2408"	"NEIS2409"	"NEIS2410"	"NEIS2411"	"NEIS2413"	"NEIS2414"	"NEIS2415"	"NEIS2416"	"NEIS2417"	"NEIS2418"	"NEIS2419"	"NEIS2420"	"NEIS2421"	"NEIS2422"	"NEIS2423"	"NEIS2424"	"NEIS2425"	"NEIS2426"	"NEIS2427"	"NEIS2428"	"NEIS2429"	"NEIS2430"	"NEIS2431"	"NEIS2432"	"NEIS2433"	"NEIS2439"	"NEIS2440"	"NEIS2441"	"NEIS2442"	"NEIS2444"	"NEIS2449"	"NEIS2450"	"NEIS2451"	"NEIS2452"	"NEIS2453"	"NEIS2454"	"NEIS2458"	"NEIS2459"	"NEIS2460"	"NEIS2461"	"NEIS2462"	"NEIS2471"	"NEIS2472"	"NEIS2474"	"NEIS2475"	"NEIS2476"	"NEIS2477"	"NEIS2478"	"NEIS2479"	"NEIS2480"	"NEIS2481"	"NEIS2482"	"NEIS2484"	"NEIS2486"	"NEIS2487"	"NEIS2488"	"NEIS2489"	"NEIS2490"	"NEIS2491"	"NEIS2492"	"NEIS2493"	"NEIS2494"	"NEIS2495"	"NEIS2496"	"NEIS2497"	"NEIS2498"	"NEIS2499"	"NEIS2500"	"NEIS2501"	"NEIS2502"	"NEIS2503"	"NEIS2504"	"NEIS2505"	"NEIS2506"	"NEIS2508"	"NEIS2514"	"NEIS2516"	"NEIS2518"	"NEIS2523"	"NEIS2524"	"NEIS2525"	"NEIS2527"	"NEIS2528"	"NEIS2529"	"NEIS2532"	"NEIS2533"	"NEIS2534"	"NEIS2535"	"NEIS2536"	"NEIS2537"	"NEIS2539"	"NEIS2540"	"NEIS2541"	"NEIS2542"	"NEIS2543"	"NEIS2544"	"NEIS2545"	"NEIS2546"	"NEIS2547"	"NEIS2548"	"NEIS2549"	"NEIS2550"	"NEIS2553"	"NEIS2554"	"NEIS2555"	"NEIS2556"	"NEIS2557"	"NEIS2559"	"NEIS2560"	"NEIS2561"	"NEIS2562"	"NEIS2563"	"NEIS2564"	"NEIS2566"	"NEIS2567"	"NEIS2568"	"NEIS2569"	"NEIS2570"	"NEIS2571"	"NEIS2572"	"NEIS2574"	"NEIS2576"	"NEIS2577"	"NEIS2578"	"NEIS2579"	"NEIS2599"	"NEIS2605"	"NEIS2607"	"NEIS2608"	"NEIS2609"	"NEIS2610"	"NEIS2618"	"NEIS2620"	"NEIS2621"	"NEIS2623"	"NEIS2624"	"NEIS2625"	"NEIS2626"	"NEIS2627"	"NEIS2628"	"NEIS2629"	"NEIS2630"	"NEIS2631"	"NEIS2632"	"NEIS2633"	"NEIS2634"	"NEIS2635"	"NEIS2636"	"NEIS2637"	"NEIS2638"	"NEIS2639"	"NEIS2643"	"NEIS2644"	"NEIS2649"	"NEIS2654"	"NEIS2655"	"NEIS2656"	"NEIS2657"	"NEIS2664"	"NEIS2665"	"NEIS2666"	"NEIS2676"	"NEIS2677"	"NEIS2678"	"NEIS2679"	"NEIS2680"	"NEIS2682"	"NEIS2693"	"NEIS2694"	"NEIS2706"	"NEIS2707"	"NEIS2708"	"NEIS2709"	"NEIS2710"	"NEIS2713"	"NEIS2714"	"NEIS2715"	"NEIS2717"	"NEIS2718"	"NEIS2726"	"NEIS2734"	"NEIS2746"	"NEIS2749"	"NEIS2753"	"NEIS2754"	"NEIS2755"	"NEIS2757"	"NEIS2758"	"NEIS2767"	"NEIS2770"	"NEIS2772"	"NEIS2773"	"NEIS2777"	"NEIS2778"	"NEIS2779"	"NEIS2780"	"NEIS2781"	"NEIS2782"	"NEIS2783"	"NEIS2784"	"NEIS2786"	"NEIS2787"	"NEIS2788"	"NEIS2790"	"NEIS2791"	"NEIS2792"	"NEIS2793"	"NEIS2794"	"NEIS2795"	"NEIS2796"	"NEIS2797"	"NEIS2798"	"NEIS2799"	"NEIS2800"	"NEIS2801"	"NEIS2802"	"NEIS2803"	"NEIS2804"	"NEIS2805"	"NEIS2806"	"NEIS2807"	"NEIS2808"	"NEIS2809"	"NEIS2810"	"NEIS2811"	"NEIS2812"	"NEIS2813"	"NEIS2814"	"NEIS2815"	"NEIS2816"	"NEIS2817"	"NEIS2818"	"NEIS2820"	"NEIS2824"	"NEIS2828"	"NEIS2829"	"NEIS2830"	"NEIS2831"	"NEIS2832"	"NEIS2833"	"NEIS2834"	"NEIS2835"	"NEIS2836"	"NEIS2837"	"NEIS2838"	"NEIS2840"	"NEIS2846"	"NEIS2847"	"NEIS2854"	"NEIS2856"	"NEIS2857"	"NEIS2858"	"NEIS2859"	"NEIS2860"	"NEIS2861"	"NEIS2866"	"NEIS2870"	"NEIS2871"	"NEIS2873"	"NEIS2875"	"NEIS2876"	"NEIS2880"	"NEIS2881"	"NEIS2883"	"NEIS2895"	"NEIS2900"	"NEIS2901"	"NEIS2902"	"NEIS2906"	"NEIS2908"	"NEIS2909"	"NEIS2910"	"NEIS2914"	"NEIS2916"	"NEIS2928"	"NEIS2929"	"NEIS2930"	"NEIS2931"	"NEIS2932"	"NEIS2933"	"NEIS2934"	"NEIS2935"	"NEIS2936"	"NEIS2937"	"NEIS2953"	"NEIS2957"	"NEIS2982"	"NEIS2986"	"NEIS2987"	"NEIS2988"	"NEIS2989"	"NEIS2991"	"NEIS2992"	"NEIS2993"	"NEIS2994"	"NEIS3005"	"NEIS3016"	"NEIS3022"	"NEIS3023"	"NEIS3024"	"NEIS3031"	"NEIS3037"	"NEIS3041"	"NEIS3042"	"NEIS3044"	"NEIS3045"	"NEIS3047"	"NEIS3048"	"NEIS3049"	"NEIS3053"	"NEIS3067"	"NEIS3068"	"NEIS3094"	"NEIS3100"	"NEIS3108"	"NEIS3109"	"NEIS3116"	"NEIS3117"	"NEIS3119"	"NEIS3131"	"NEIS3132"	"NEIS3157"	"NEIS3163"	"NEIS3166"	"NEIS3167"	"NEIS3173"	"NEISp1364"	"NEISp1468"	"NEISp2020"	"NEISp2198"	"NG.MAST_porB"	"NG.MAST_tbpB"	"penA"	"X.porA"	"X.porB"	"tRNA.cys"	"tRNA.fmet"
"642"	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1
"662"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
"665"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1
"666"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1
